,database,engine,cpus,indexed_table,query,query_type,real,real_stddev,result_size,sys,sys_stddev,table_size,test_name,test_type,user,user_stddev,was_indexed
177,MySQL,InnoDB,2.0,companies,one_join,WHERE,44.9597,0.1427,10000000.0,1.7709,0.0692,,joins,select,9.2977,0.0824,1.0
178,MySQL,InnoDB,2.0,companies,one_join_where,WHERE,0.0299,0.009,1.0,0.01,0.0033,,joins,select,0.0045,0.0033,1.0
179,MySQL,InnoDB,2.0,companies,three_joins,WHERE,2.5604,0.0449,100000.0,0.0718,0.0116,,joins,select,0.1913,0.0122,1.0
180,MySQL,InnoDB,2.0,companies,three_joins_where,WHERE,0.0376,0.0009,3.0,0.0089,0.0031,,joins,select,0.0051,0.0034,1.0
181,MySQL,InnoDB,2.0,companies,two_joins,WHERE,91.9325,0.5044,10000000.0,2.8035,0.1243,,joins,select,13.1304,0.1317,1.0
182,MySQL,InnoDB,2.0,companies,two_joins_where,WHERE,0.023,0.009,1.0,0.01,0.0024,,joins,select,0.0051,0.0026,1.0
183,MySQL,InnoDB,2.0,companies,one_join,WHERE,44.5305,0.1739,10000000.0,1.7424,0.0914,,joins,select,9.2704,0.1069,0.0
184,MySQL,InnoDB,2.0,companies,one_join_where,WHERE,0.0289,0.0093,1.0,0.0105,0.0019,,joins,select,0.0033,0.002,0.0
185,MySQL,InnoDB,2.0,companies,three_joins,WHERE,2.6418,0.0338,100000.0,0.0753,0.0192,,joins,select,0.1939,0.0195,0.0
186,MySQL,InnoDB,2.0,companies,three_joins_where,WHERE,0.0387,0.0012,3.0,0.0101,0.0033,,joins,select,0.0043,0.0032,0.0
187,MySQL,InnoDB,2.0,companies,two_joins,WHERE,92.4301,0.7047,10000000.0,2.8146,0.1077,,joins,select,13.0551,0.17,0.0
188,MySQL,InnoDB,2.0,companies,two_joins_where,WHERE,0.0295,0.0097,1.0,0.0101,0.0017,,joins,select,0.0037,0.0021,0.0
189,MySQL,InnoDB,2.0,orders,one_join,WHERE,46.4585,0.1111,10000000.0,1.7931,0.0533,,joins,select,9.3153,0.0724,1.0
190,MySQL,InnoDB,2.0,orders,one_join_where,WHERE,0.0301,0.0094,1.0,0.0109,0.0028,,joins,select,0.0032,0.003,1.0
191,MySQL,InnoDB,2.0,orders,three_joins,WHERE,2.5203,0.0127,100000.0,0.0817,0.0145,,joins,select,0.1863,0.0143,1.0
192,MySQL,InnoDB,2.0,orders,three_joins_where,WHERE,0.0145,0.0006,3.0,0.0088,0.0036,,joins,select,0.0049,0.0035,1.0
193,MySQL,InnoDB,2.0,orders,two_joins,WHERE,93.3545,1.0868,10000000.0,2.7465,0.1354,,joins,select,13.1513,0.1535,1.0
194,MySQL,InnoDB,2.0,orders,two_joins_where,WHERE,0.0226,0.009,1.0,0.0094,0.0033,,joins,select,0.0047,0.0035,1.0
195,MySQL,InnoDB,2.0,orders,one_join,WHERE,45.7247,0.0913,10000000.0,1.7824,0.0875,,joins,select,9.2704,0.0889,0.0
196,MySQL,InnoDB,2.0,orders,one_join_where,WHERE,0.0307,0.0089,1.0,0.0112,0.0023,,joins,select,0.0033,0.0027,0.0
197,MySQL,InnoDB,2.0,orders,three_joins,WHERE,2.5519,0.0278,100000.0,0.0776,0.0137,,joins,select,0.191,0.0139,0.0
198,MySQL,InnoDB,2.0,orders,three_joins_where,WHERE,0.0383,0.0009,3.0,0.0095,0.0037,,joins,select,0.005,0.0035,0.0
199,MySQL,InnoDB,2.0,orders,two_joins,WHERE,91.486,0.7506,10000000.0,2.8533,0.1383,,joins,select,13.0093,0.1587,0.0
200,MySQL,InnoDB,2.0,orders,two_joins_where,WHERE,0.0224,0.0097,1.0,0.0092,0.0038,,joins,select,0.0047,0.0039,0.0
201,MySQL,InnoDB,4.0,cities,one_join,WHERE,44.66,0.0974,10000000.0,1.7097,0.0785,,joins,select,9.2918,0.0765,1.0
202,MySQL,InnoDB,4.0,cities,one_join_where,WHERE,0.0295,0.0088,1.0,0.0086,0.0022,,joins,select,0.0052,0.0024,1.0
203,MySQL,InnoDB,4.0,cities,three_joins,WHERE,2.54,0.083,100000.0,0.0793,0.0151,,joins,select,0.1867,0.0145,1.0
204,MySQL,InnoDB,4.0,cities,three_joins_where,WHERE,0.0377,0.0009,3.0,0.0089,0.0036,,joins,select,0.005,0.0035,1.0
205,MySQL,InnoDB,4.0,cities,two_joins,WHERE,88.3237,1.1701,10000000.0,2.8005,0.0843,,joins,select,12.9288,0.0764,1.0
206,MySQL,InnoDB,4.0,cities,two_joins_where,WHERE,0.0299,0.0084,1.0,0.0099,0.0031,,joins,select,0.0043,0.0032,1.0
207,MySQL,InnoDB,4.0,cities,one_join,WHERE,42.6277,0.2318,10000000.0,1.7403,0.0483,,joins,select,9.209,0.0566,0.0
208,MySQL,InnoDB,4.0,cities,one_join_where,WHERE,0.0291,0.0089,1.0,0.0103,0.0028,,joins,select,0.0033,0.0031,0.0
209,MySQL,InnoDB,4.0,cities,three_joins,WHERE,2.6139,0.0243,100000.0,0.0831,0.0123,,joins,select,0.1857,0.0141,0.0
210,MySQL,InnoDB,4.0,cities,three_joins_where,WHERE,0.0377,0.0006,3.0,0.0072,0.0025,,joins,select,0.0069,0.0025,0.0
211,MySQL,InnoDB,4.0,cities,two_joins,WHERE,90.561,0.4769,10000000.0,2.7232,0.0882,,joins,select,13.1323,0.1246,0.0
212,MySQL,InnoDB,4.0,cities,two_joins_where,WHERE,0.0328,0.0096,1.0,0.0081,0.0035,,joins,select,0.0058,0.0038,0.0
213,MySQL,InnoDB,4.0,clients,one_join,WHERE,42.9167,0.5549,10000000.0,1.7404,0.0629,,joins,select,9.1967,0.0734,1.0
214,MySQL,InnoDB,4.0,clients,one_join_where,WHERE,0.0284,0.0085,1.0,0.0092,0.0041,,joins,select,0.0055,0.0039,1.0
215,MySQL,InnoDB,4.0,clients,three_joins,WHERE,2.9172,0.0603,100000.0,0.0746,0.016,,joins,select,0.1918,0.0187,1.0
216,MySQL,InnoDB,4.0,clients,three_joins_where,WHERE,0.0376,0.0008,3.0,0.0093,0.002,,joins,select,0.0048,0.0019,1.0
217,MySQL,InnoDB,4.0,clients,two_joins,WHERE,89.9548,0.3135,10000000.0,2.673,0.0945,,joins,select,13.0969,0.0974,1.0
218,MySQL,InnoDB,4.0,clients,two_joins_where,WHERE,0.0355,0.0145,1.0,0.0109,0.0023,,joins,select,0.0032,0.0023,1.0
219,MySQL,InnoDB,4.0,clients,one_join,WHERE,44.2027,0.3702,10000000.0,1.8431,0.0635,,joins,select,9.1638,0.137,0.0
220,MySQL,InnoDB,4.0,clients,one_join_where,WHERE,4.2826,0.0193,1.0,0.0088,0.0028,,joins,select,0.0052,0.0028,0.0
221,MySQL,InnoDB,4.0,clients,three_joins,WHERE,2.4845,0.0849,100000.0,0.0732,0.0127,,joins,select,0.1934,0.0139,0.0
222,MySQL,InnoDB,4.0,clients,three_joins_where,WHERE,0.0385,0.0008,3.0,0.0105,0.0036,,joins,select,0.0043,0.0034,0.0
223,MySQL,InnoDB,4.0,clients,two_joins,WHERE,86.9504,3.1106,10000000.0,2.6905,0.1399,,joins,select,12.9804,0.0753,0.0
224,MySQL,InnoDB,4.0,clients,two_joins_where,WHERE,4.2912,0.0178,1.0,0.0096,0.0024,,joins,select,0.0047,0.0025,0.0
225,MySQL,InnoDB,4.0,companies,one_join,WHERE,45.9888,0.157,10000000.0,1.8134,0.0368,,joins,select,9.2612,0.1127,1.0
226,MySQL,InnoDB,4.0,companies,one_join_where,WHERE,0.0297,0.0088,1.0,0.0101,0.0021,,joins,select,0.0038,0.0026,1.0
227,MySQL,InnoDB,4.0,companies,three_joins,WHERE,2.5649,0.0267,100000.0,0.0752,0.0139,,joins,select,0.1896,0.0141,1.0
228,MySQL,InnoDB,4.0,companies,three_joins_where,WHERE,0.0378,0.0009,3.0,0.01,0.0033,,joins,select,0.0037,0.0033,1.0
229,MySQL,InnoDB,4.0,companies,two_joins,WHERE,94.4865,1.861,10000000.0,2.8224,0.1255,,joins,select,13.1733,0.1047,1.0
230,MySQL,InnoDB,4.0,companies,two_joins_where,WHERE,0.0229,0.0093,1.0,0.0097,0.0023,,joins,select,0.0043,0.0023,1.0
231,MySQL,InnoDB,4.0,companies,one_join,WHERE,45.1541,0.2063,10000000.0,1.7638,0.1065,,joins,select,9.3152,0.122,0.0
232,MySQL,InnoDB,4.0,companies,one_join_where,WHERE,0.0304,0.0086,1.0,0.0101,0.0025,,joins,select,0.0041,0.0028,0.0
233,MySQL,InnoDB,4.0,companies,three_joins,WHERE,2.8139,0.0327,100000.0,0.0726,0.0126,,joins,select,0.1914,0.0124,0.0
234,MySQL,InnoDB,4.0,companies,three_joins_where,WHERE,0.0377,0.0006,3.0,0.0088,0.0027,,joins,select,0.0046,0.0028,0.0
235,MySQL,InnoDB,4.0,companies,two_joins,WHERE,93.7928,0.72,10000000.0,2.7702,0.0686,,joins,select,13.2159,0.1101,0.0
236,MySQL,InnoDB,4.0,companies,two_joins_where,WHERE,0.03,0.0096,1.0,0.0085,0.0023,,joins,select,0.0059,0.0023,0.0
237,MySQL,InnoDB,4.0,orders,one_join,WHERE,48.3575,0.1784,10000000.0,1.8538,0.0702,,joins,select,9.4058,0.0907,1.0
238,MySQL,InnoDB,4.0,orders,one_join_where,WHERE,0.0304,0.0097,1.0,0.0089,0.0028,,joins,select,0.005,0.003,1.0
239,MySQL,InnoDB,4.0,orders,three_joins,WHERE,2.6617,0.0257,100000.0,0.0706,0.0158,,joins,select,0.1955,0.0147,1.0
240,MySQL,InnoDB,4.0,orders,three_joins_where,WHERE,0.0149,0.0008,3.0,0.0077,0.0039,,joins,select,0.0061,0.0035,1.0
241,MySQL,InnoDB,4.0,orders,two_joins,WHERE,96.3658,0.7787,10000000.0,2.8528,0.1786,,joins,select,13.2816,0.0982,1.0
242,MySQL,InnoDB,4.0,orders,two_joins_where,WHERE,0.0226,0.0102,1.0,0.0105,0.0023,,joins,select,0.0037,0.0024,1.0
243,MySQL,InnoDB,4.0,orders,one_join,WHERE,47.4423,0.1368,10000000.0,1.893,0.1295,,joins,select,9.3321,0.1482,0.0
244,MySQL,InnoDB,4.0,orders,one_join_where,WHERE,0.0312,0.0088,1.0,0.0088,0.004,,joins,select,0.0056,0.0039,0.0
245,MySQL,InnoDB,4.0,orders,three_joins,WHERE,2.5082,0.0206,100000.0,0.0776,0.0168,,joins,select,0.1894,0.0187,0.0
246,MySQL,InnoDB,4.0,orders,three_joins_where,WHERE,0.0384,0.0011,3.0,0.0105,0.0032,,joins,select,0.0043,0.003,0.0
247,MySQL,InnoDB,4.0,orders,two_joins,WHERE,95.4563,0.994,10000000.0,2.8164,0.1155,,joins,select,13.2044,0.1719,0.0
248,MySQL,InnoDB,4.0,orders,two_joins_where,WHERE,0.0229,0.0095,1.0,0.0092,0.0037,,joins,select,0.0047,0.0034,0.0
249,MySQL,InnoDB,1.0,clients_1000000_all,clients_1000000_all,ALL,1.1478,0.0048,1000000.0,0.0863,0.018,1000000.0,log,select,0.5018,0.0189,1.0
250,MySQL,InnoDB,1.0,clients_1000000_where,clients_1000000_where,WHERE,0.0123,0.0043,1.0,0.0076,0.0026,1000000.0,log,select,0.0038,0.0026,1.0
251,MySQL,InnoDB,1.0,clients_100000_all,clients_100000_all,ALL,0.1283,0.0094,100000.0,0.013,0.0053,100000.0,log,select,0.0573,0.0054,1.0
252,MySQL,InnoDB,1.0,clients_100000_where,clients_100000_where,WHERE,0.0127,0.0041,1.0,0.0085,0.0026,100000.0,log,select,0.0034,0.0028,1.0
253,MySQL,InnoDB,1.0,clients_10000_all,clients_10000_all,ALL,0.0235,0.0079,10000.0,0.0095,0.0038,10000.0,log,select,0.0085,0.0037,1.0
254,MySQL,InnoDB,1.0,clients_10000_where,clients_10000_where,WHERE,0.0128,0.0041,1.0,0.0078,0.0026,10000.0,log,select,0.004,0.0029,1.0
255,MySQL,InnoDB,1.0,clients_1000_all,clients_1000_all,ALL,0.0148,0.0065,1000.0,0.0071,0.0021,1000.0,log,select,0.0053,0.0023,1.0
256,MySQL,InnoDB,1.0,clients_1000_where,clients_1000_where,WHERE,0.0123,0.0045,1.0,0.0065,0.0023,1000.0,log,select,0.0051,0.0026,1.0
257,MySQL,InnoDB,1.0,clients_100_all,clients_100_all,ALL,0.0125,0.0006,100.0,0.0067,0.0023,100.0,log,select,0.0052,0.0023,1.0
258,MySQL,InnoDB,1.0,clients_100_where,clients_100_where,WHERE,0.0122,0.0055,1.0,0.0087,0.0035,100.0,log,select,0.0034,0.0035,1.0
259,MySQL,InnoDB,1.0,clients_10_all,clients_10_all,ALL,0.0136,0.0049,10.0,0.0077,0.0027,10.0,log,select,0.0042,0.0027,1.0
260,MySQL,InnoDB,1.0,clients_10_where,clients_10_where,WHERE,0.0124,0.0043,1.0,0.0073,0.0024,10.0,log,select,0.0041,0.0028,1.0
261,MySQL,InnoDB,1.0,clients_1_all,clients_1_all,ALL,0.0133,0.0045,1.0,0.0058,0.0024,1.0,log,select,0.0059,0.0024,1.0
262,MySQL,InnoDB,1.0,clients_1_where,clients_1_where,WHERE,0.0126,0.0056,1.0,0.0077,0.0033,1.0,log,select,0.0042,0.0035,1.0
263,MySQL,InnoDB,1.0,clients_base_all,clients_base_all,ALL,15.2919,0.1883,10000000.0,0.8377,0.0574,10000000.0,log,select,5.0727,0.2376,1.0
264,MySQL,InnoDB,1.0,clients_base_where,clients_base_where,WHERE,0.013,0.0038,1.0,0.0081,0.0025,10000000.0,log,select,0.0042,0.0029,1.0
265,MySQL,InnoDB,1.0,clients_1000000_all,clients_1000000_all,ALL,1.1818,0.0738,1000000.0,0.0894,0.0178,1000000.0,log,select,0.5081,0.0172,0.0
266,MySQL,InnoDB,1.0,clients_1000000_where,clients_1000000_where,WHERE,0.3167,0.0025,1.0,0.0084,0.0026,1000000.0,log,select,0.0043,0.0024,0.0
267,MySQL,InnoDB,1.0,clients_100000_all,clients_100000_all,ALL,0.1291,0.0118,100000.0,0.0115,0.0062,100000.0,log,select,0.06,0.0057,0.0
268,MySQL,InnoDB,1.0,clients_100000_where,clients_100000_where,WHERE,0.0448,0.0035,1.0,0.0103,0.0026,100000.0,log,select,0.0023,0.0024,0.0
269,MySQL,InnoDB,1.0,clients_10000_all,clients_10000_all,ALL,0.0283,0.0095,10000.0,0.0071,0.0046,10000.0,log,select,0.0116,0.0042,0.0
270,MySQL,InnoDB,1.0,clients_10000_where,clients_10000_where,WHERE,0.017,0.0019,1.0,0.0095,0.0031,10000.0,log,select,0.0035,0.0025,0.0
271,MySQL,InnoDB,1.0,clients_1000_all,clients_1000_all,ALL,0.0137,0.0006,1000.0,0.0069,0.0029,1000.0,log,select,0.0056,0.003,0.0
272,MySQL,InnoDB,1.0,clients_1000_where,clients_1000_where,WHERE,0.0136,0.0045,1.0,0.009,0.0029,1000.0,log,select,0.0032,0.0027,0.0
273,MySQL,InnoDB,1.0,clients_100_all,clients_100_all,ALL,0.0128,0.0044,100.0,0.0076,0.0021,100.0,log,select,0.0046,0.0025,0.0
274,MySQL,InnoDB,1.0,clients_100_where,clients_100_where,WHERE,0.0128,0.0007,1.0,0.0075,0.0035,100.0,log,select,0.0043,0.0036,0.0
275,MySQL,InnoDB,1.0,clients_10_all,clients_10_all,ALL,0.0131,0.0031,10.0,0.0061,0.0031,10.0,log,select,0.0054,0.0031,0.0
276,MySQL,InnoDB,1.0,clients_10_where,clients_10_where,WHERE,0.013,0.003,1.0,0.0076,0.0029,10.0,log,select,0.0039,0.0031,0.0
277,MySQL,InnoDB,1.0,clients_1_all,clients_1_all,ALL,0.0126,0.0042,1.0,0.0071,0.0009,1.0,log,select,0.0047,0.0009,0.0
278,MySQL,InnoDB,1.0,clients_1_where,clients_1_where,WHERE,0.0129,0.0043,1.0,0.0063,0.0044,1.0,log,select,0.0057,0.0044,0.0
279,MySQL,InnoDB,1.0,clients_base_all,clients_base_all,ALL,15.1438,0.0453,10000000.0,0.8106,0.048,10000000.0,log,select,5.102,0.063,0.0
280,MySQL,InnoDB,1.0,clients_base_where,clients_base_where,WHERE,6.3718,0.0445,1.0,0.0101,0.0029,10000000.0,log,select,0.0033,0.0027,0.0
281,MySQL,InnoDB,2.0,clients_1000000_all,clients_1000000_all,ALL,0.9074,0.0037,1000000.0,0.0844,0.016,1000000.0,log,select,0.4963,0.0147,1.0
282,MySQL,InnoDB,2.0,clients_1000000_where,clients_1000000_where,WHERE,0.0122,0.0008,1.0,0.0054,0.0033,1000000.0,log,select,0.0064,0.0033,1.0
283,MySQL,InnoDB,2.0,clients_100000_all,clients_100000_all,ALL,0.1026,0.0012,100000.0,0.017,0.0062,100000.0,log,select,0.0527,0.0061,1.0
284,MySQL,InnoDB,2.0,clients_100000_where,clients_100000_where,WHERE,0.0125,0.0006,1.0,0.0079,0.003,100000.0,log,select,0.0042,0.0031,1.0
285,MySQL,InnoDB,2.0,clients_10000_all,clients_10000_all,ALL,0.0216,0.0005,10000.0,0.0093,0.0034,10000.0,log,select,0.0086,0.0033,1.0
286,MySQL,InnoDB,2.0,clients_10000_where,clients_10000_where,WHERE,0.0125,0.0005,1.0,0.0089,0.0021,10000.0,log,select,0.0025,0.0023,1.0
287,MySQL,InnoDB,2.0,clients_1000_all,clients_1000_all,ALL,0.0137,0.0006,1000.0,0.0089,0.0027,1000.0,log,select,0.0034,0.003,1.0
288,MySQL,InnoDB,2.0,clients_1000_where,clients_1000_where,WHERE,0.0124,0.0005,1.0,0.0066,0.0029,1000.0,log,select,0.005,0.003,1.0
289,MySQL,InnoDB,2.0,clients_100_all,clients_100_all,ALL,0.0125,0.0006,100.0,0.0062,0.0021,100.0,log,select,0.0055,0.0024,1.0
290,MySQL,InnoDB,2.0,clients_100_where,clients_100_where,WHERE,0.0127,0.0007,1.0,0.0082,0.0037,100.0,log,select,0.0036,0.0038,1.0
291,MySQL,InnoDB,2.0,clients_10_all,clients_10_all,ALL,0.0127,0.0004,10.0,0.0071,0.0022,10.0,log,select,0.0043,0.0024,1.0
292,MySQL,InnoDB,2.0,clients_10_where,clients_10_where,WHERE,0.0125,0.0008,1.0,0.0083,0.0033,10.0,log,select,0.0033,0.0032,1.0
293,MySQL,InnoDB,2.0,clients_1_all,clients_1_all,ALL,0.0125,0.0006,1.0,0.0066,0.0019,1.0,log,select,0.0051,0.0017,1.0
294,MySQL,InnoDB,2.0,clients_1_where,clients_1_where,WHERE,0.0124,0.0005,1.0,0.0078,0.0033,1.0,log,select,0.0037,0.0033,1.0
295,MySQL,InnoDB,2.0,clients_base_all,clients_base_all,ALL,10.3226,0.0208,10000000.0,0.7829,0.0557,10000000.0,log,select,5.0308,0.0569,1.0
296,MySQL,InnoDB,2.0,clients_base_where,clients_base_where,WHERE,0.0124,0.0005,1.0,0.0081,0.002,10000000.0,log,select,0.0035,0.0024,1.0
297,MySQL,InnoDB,2.0,clients_1000000_all,clients_1000000_all,ALL,0.915,0.0119,1000000.0,0.0912,0.0201,1000000.0,log,select,0.4944,0.0272,0.0
298,MySQL,InnoDB,2.0,clients_1000000_where,clients_1000000_where,WHERE,0.314,0.0031,1.0,0.0077,0.0037,1000000.0,log,select,0.0053,0.0042,0.0
299,MySQL,InnoDB,2.0,clients_100000_all,clients_100000_all,ALL,0.103,0.0009,100000.0,0.0179,0.0044,100000.0,log,select,0.0522,0.0037,0.0
300,MySQL,InnoDB,2.0,clients_100000_where,clients_100000_where,WHERE,0.0439,0.0007,1.0,0.0097,0.0035,100000.0,log,select,0.0032,0.0034,0.0
301,MySQL,InnoDB,2.0,clients_10000_all,clients_10000_all,ALL,0.0233,0.0004,10000.0,0.0074,0.0031,10000.0,log,select,0.0108,0.003,0.0
302,MySQL,InnoDB,2.0,clients_10000_where,clients_10000_where,WHERE,0.0174,0.0006,1.0,0.0085,0.0024,10000.0,log,select,0.0044,0.0025,0.0
303,MySQL,InnoDB,2.0,clients_1000_all,clients_1000_all,ALL,0.0147,0.0007,1000.0,0.0088,0.0037,1000.0,log,select,0.0043,0.0039,0.0
304,MySQL,InnoDB,2.0,clients_1000_where,clients_1000_where,WHERE,0.0137,0.0007,1.0,0.0093,0.003,1000.0,log,select,0.003,0.0029,0.0
305,MySQL,InnoDB,2.0,clients_100_all,clients_100_all,ALL,0.0131,0.0007,100.0,0.0079,0.0025,100.0,log,select,0.0045,0.0026,0.0
306,MySQL,InnoDB,2.0,clients_100_where,clients_100_where,WHERE,0.0133,0.0006,1.0,0.007,0.0027,100.0,log,select,0.0054,0.0029,0.0
307,MySQL,InnoDB,2.0,clients_10_all,clients_10_all,ALL,0.0128,0.0005,10.0,0.009,0.0037,10.0,log,select,0.0046,0.0038,0.0
308,MySQL,InnoDB,2.0,clients_10_where,clients_10_where,WHERE,0.0131,0.0007,1.0,0.0085,0.0028,10.0,log,select,0.0039,0.0027,0.0
309,MySQL,InnoDB,2.0,clients_1_all,clients_1_all,ALL,0.0131,0.0007,1.0,0.007,0.003,1.0,log,select,0.0052,0.0031,0.0
310,MySQL,InnoDB,2.0,clients_1_where,clients_1_where,WHERE,0.013,0.0011,1.0,0.009,0.0036,1.0,log,select,0.0031,0.0037,0.0
311,MySQL,InnoDB,2.0,clients_base_all,clients_base_all,ALL,10.2978,0.0455,10000000.0,0.7903,0.0578,10000000.0,log,select,5.0231,0.059,0.0
312,MySQL,InnoDB,2.0,clients_base_where,clients_base_where,WHERE,3.9554,0.0104,1.0,0.0094,0.0032,10000000.0,log,select,0.0029,0.0029,0.0
313,MySQL,InnoDB,4.0,clients_1000000_all,clients_1000000_all,ALL,0.909,0.0035,1000000.0,0.0844,0.0073,1000000.0,log,select,0.4993,0.0045,1.0
314,MySQL,InnoDB,4.0,clients_1000000_where,clients_1000000_where,WHERE,0.0124,0.0007,1.0,0.008,0.0028,1000000.0,log,select,0.0036,0.0027,1.0
315,MySQL,InnoDB,4.0,clients_100000_all,clients_100000_all,ALL,0.1025,0.0009,100000.0,0.0151,0.0065,100000.0,log,select,0.0557,0.0063,1.0
316,MySQL,InnoDB,4.0,clients_100000_where,clients_100000_where,WHERE,0.0129,0.0007,1.0,0.0075,0.0029,100000.0,log,select,0.0044,0.0033,1.0
317,MySQL,InnoDB,4.0,clients_10000_all,clients_10000_all,ALL,0.0221,0.0007,10000.0,0.0093,0.0021,10000.0,log,select,0.0085,0.0023,1.0
318,MySQL,InnoDB,4.0,clients_10000_where,clients_10000_where,WHERE,0.0125,0.0005,1.0,0.0085,0.0029,10000.0,log,select,0.0031,0.0028,1.0
319,MySQL,InnoDB,4.0,clients_1000_all,clients_1000_all,ALL,0.0137,0.0004,1000.0,0.0069,0.0021,1000.0,log,select,0.0055,0.0021,1.0
320,MySQL,InnoDB,4.0,clients_1000_where,clients_1000_where,WHERE,0.0124,0.0007,1.0,0.0058,0.0029,1000.0,log,select,0.006,0.0029,1.0
321,MySQL,InnoDB,4.0,clients_100_all,clients_100_all,ALL,0.0128,0.0007,100.0,0.0075,0.0031,100.0,log,select,0.0045,0.0031,1.0
322,MySQL,InnoDB,4.0,clients_100_where,clients_100_where,WHERE,0.0125,0.0006,1.0,0.0071,0.0025,100.0,log,select,0.0045,0.0025,1.0
323,MySQL,InnoDB,4.0,clients_10_all,clients_10_all,ALL,0.0128,0.0007,10.0,0.009,0.0017,10.0,log,select,0.0028,0.0024,1.0
324,MySQL,InnoDB,4.0,clients_10_where,clients_10_where,WHERE,0.0127,0.0006,1.0,0.0087,0.0034,10.0,log,select,0.0038,0.0034,1.0
325,MySQL,InnoDB,4.0,clients_1_all,clients_1_all,ALL,0.0125,0.0006,1.0,0.0067,0.0028,1.0,log,select,0.0045,0.0026,1.0
326,MySQL,InnoDB,4.0,clients_1_where,clients_1_where,WHERE,0.0127,0.0004,1.0,0.0064,0.0036,1.0,log,select,0.0055,0.0034,1.0
327,MySQL,InnoDB,4.0,clients_base_all,clients_base_all,ALL,10.3569,0.0553,10000000.0,0.7813,0.0388,10000000.0,log,select,5.0241,0.0608,1.0
328,MySQL,InnoDB,4.0,clients_base_where,clients_base_where,WHERE,0.0135,0.0009,1.0,0.0078,0.0028,10000000.0,log,select,0.0043,0.0022,1.0
329,MySQL,InnoDB,4.0,clients_1000000_all,clients_1000000_all,ALL,0.91,0.006,1000000.0,0.0889,0.0179,1000000.0,log,select,0.5044,0.0179,0.0
330,MySQL,InnoDB,4.0,clients_1000000_where,clients_1000000_where,WHERE,0.3114,0.0023,1.0,0.0097,0.0032,1000000.0,log,select,0.0035,0.0037,0.0
331,MySQL,InnoDB,4.0,clients_100000_all,clients_100000_all,ALL,0.1026,0.0008,100000.0,0.0131,0.0045,100000.0,log,select,0.057,0.004,0.0
332,MySQL,InnoDB,4.0,clients_100000_where,clients_100000_where,WHERE,0.0434,0.0006,1.0,0.0069,0.0022,100000.0,log,select,0.0057,0.0022,0.0
333,MySQL,InnoDB,4.0,clients_10000_all,clients_10000_all,ALL,0.0223,0.0006,10000.0,0.0101,0.004,10000.0,log,select,0.0085,0.0039,0.0
334,MySQL,InnoDB,4.0,clients_10000_where,clients_10000_where,WHERE,0.0169,0.0009,1.0,0.0095,0.0024,10000.0,log,select,0.0035,0.0028,0.0
335,MySQL,InnoDB,4.0,clients_1000_all,clients_1000_all,ALL,0.014,0.0007,1000.0,0.0091,0.0022,1000.0,log,select,0.0035,0.0023,0.0
336,MySQL,InnoDB,4.0,clients_1000_where,clients_1000_where,WHERE,0.0138,0.0007,1.0,0.007,0.0037,1000.0,log,select,0.0056,0.0036,0.0
337,MySQL,InnoDB,4.0,clients_100_all,clients_100_all,ALL,0.0128,0.0009,100.0,0.008,0.0033,100.0,log,select,0.0031,0.0035,0.0
338,MySQL,InnoDB,4.0,clients_100_where,clients_100_where,WHERE,0.0132,0.0007,1.0,0.0085,0.0028,100.0,log,select,0.0035,0.0026,0.0
339,MySQL,InnoDB,4.0,clients_10_all,clients_10_all,ALL,0.0126,0.0008,10.0,0.0065,0.0046,10.0,log,select,0.0055,0.0042,0.0
340,MySQL,InnoDB,4.0,clients_10_where,clients_10_where,WHERE,0.013,0.0006,1.0,0.0077,0.0027,10.0,log,select,0.0044,0.0025,0.0
341,MySQL,InnoDB,4.0,clients_1_all,clients_1_all,ALL,0.0128,0.0007,1.0,0.0084,0.0035,1.0,log,select,0.0038,0.0034,0.0
342,MySQL,InnoDB,4.0,clients_1_where,clients_1_where,WHERE,0.0125,0.0005,1.0,0.0083,0.0026,1.0,log,select,0.0035,0.0026,0.0
343,MySQL,InnoDB,4.0,clients_base_all,clients_base_all,ALL,10.3209,0.029,10000000.0,0.8112,0.045,10000000.0,log,select,4.9908,0.0531,0.0
344,MySQL,InnoDB,4.0,clients_base_where,clients_base_where,WHERE,4.0022,0.0221,1.0,0.0082,0.0021,10000000.0,log,select,0.0041,0.0024,0.0
345,MySQL,InnoDB,1.0,employees_1000000_all,employees_1000000_all,ALL,7.1111,0.0237,1000000.0,0.1756,0.0226,1000000.0,window_function,select,0.7711,0.0247,0.0
346,MySQL,InnoDB,1.0,employees_100000_all,employees_100000_all,ALL,0.7176,0.0053,100000.0,0.0297,0.008,100000.0,window_function,select,0.0784,0.0081,0.0
347,MySQL,InnoDB,1.0,employees_10000_all,employees_10000_all,ALL,0.0909,0.0034,10000.0,0.0118,0.0039,10000.0,window_function,select,0.0125,0.0039,0.0
348,MySQL,InnoDB,1.0,employees_1000_all,employees_1000_all,ALL,0.0239,0.0044,1000.0,0.0097,0.0029,1000.0,window_function,select,0.0053,0.003,0.0
349,MySQL,InnoDB,1.0,employees_100_all,employees_100_all,ALL,0.0176,0.0056,100.0,0.0098,0.0027,100.0,window_function,select,0.0045,0.0026,0.0
