,database,engine,cpus,indexed_table,query,query_type,real,real_stddev,result_size,sys,sys_stddev,table_size,test_name,test_type,user,user_stddev,was_indexed
623,MySQL,MyISAM,4.0,orders,three_joins_where,WHERE,0.0872,0.0007,3.0,0.0101,0.0023,,joins,select,0.0035,0.0025,0.0
624,MySQL,MyISAM,4.0,orders,two_joins,WHERE,69.3556,0.3373,10000000.0,2.8135,0.129,,joins,select,13.1341,0.1712,0.0
625,MySQL,MyISAM,4.0,orders,two_joins_where,WHERE,0.0183,0.0009,1.0,0.0079,0.0037,,joins,select,0.0057,0.004,0.0
626,MySQL,MyISAM,1.0,clients_base_all,clients_base_all,ALL,17.4537,0.0623,10000000.0,0.8856,0.0545,10000000.0,log,select,5.3761,0.0625,1.0
627,MySQL,MyISAM,1.0,clients_base_where,clients_base_where,WHERE,0.0156,0.0056,1.0,0.0084,0.0038,10000000.0,log,select,0.0053,0.004,1.0
628,MySQL,MyISAM,1.0,clients_base_all,clients_base_all,ALL,17.3785,0.0344,10000000.0,0.9345,0.0537,10000000.0,log,select,5.3152,0.0476,0.0
629,MySQL,MyISAM,1.0,clients_base_where,clients_base_where,WHERE,8.3083,0.024,1.0,0.0101,0.0017,10000000.0,log,select,0.0044,0.0016,0.0
630,MySQL,MyISAM,1.0,clients_1_all,clients_1_all,ALL,0.0143,0.0049,1.0,0.0071,0.002,1.0,log,select,0.0065,0.0017,1.0
631,MySQL,MyISAM,1.0,clients_1_where,clients_1_where,WHERE,0.0138,0.0043,1.0,0.0096,0.0035,1.0,log,select,0.0036,0.0035,1.0
632,MySQL,MyISAM,1.0,clients_1_all,clients_1_all,ALL,0.0153,0.0054,1.0,0.0096,0.0031,1.0,log,select,0.0043,0.0029,0.0
633,MySQL,MyISAM,1.0,clients_1_where,clients_1_where,WHERE,0.0144,0.004,1.0,0.0085,0.0034,1.0,log,select,0.0051,0.0037,0.0
634,MySQL,MyISAM,1.0,clients_10_all,clients_10_all,ALL,0.0143,0.0047,10.0,0.0094,0.0033,10.0,log,select,0.0047,0.0037,1.0
635,MySQL,MyISAM,1.0,clients_10_where,clients_10_where,WHERE,0.0164,0.006,1.0,0.0103,0.0024,10.0,log,select,0.0033,0.0026,1.0
636,MySQL,MyISAM,1.0,clients_10_all,clients_10_all,ALL,0.0155,0.0035,10.0,0.0098,0.0031,10.0,log,select,0.0044,0.003,0.0
637,MySQL,MyISAM,1.0,clients_10_where,clients_10_where,WHERE,0.0145,0.0052,1.0,0.0085,0.0031,10.0,log,select,0.0051,0.0031,0.0
638,MySQL,MyISAM,1.0,clients_100_all,clients_100_all,ALL,0.0145,0.0046,100.0,0.0089,0.0031,100.0,log,select,0.0047,0.0028,1.0
639,MySQL,MyISAM,1.0,clients_100_where,clients_100_where,WHERE,0.016,0.0059,1.0,0.0093,0.0036,100.0,log,select,0.0041,0.0036,1.0
640,MySQL,MyISAM,1.0,clients_100_all,clients_100_all,ALL,0.0154,0.0049,100.0,0.0107,0.0031,100.0,log,select,0.0037,0.0029,0.0
641,MySQL,MyISAM,1.0,clients_100_where,clients_100_where,WHERE,0.015,0.005,1.0,0.01,0.0031,100.0,log,select,0.0035,0.0029,0.0
642,MySQL,MyISAM,1.0,clients_1000_all,clients_1000_all,ALL,0.0171,0.0043,1000.0,0.0105,0.0034,1000.0,log,select,0.0043,0.0035,1.0
643,MySQL,MyISAM,1.0,clients_1000_where,clients_1000_where,WHERE,0.0164,0.006,1.0,0.0097,0.0035,1000.0,log,select,0.0038,0.0032,1.0
644,MySQL,MyISAM,1.0,clients_1000_all,clients_1000_all,ALL,0.0196,0.0062,1000.0,0.0096,0.0023,1000.0,log,select,0.0055,0.0023,0.0
645,MySQL,MyISAM,1.0,clients_1000_where,clients_1000_where,WHERE,0.0168,0.0046,1.0,0.0097,0.0028,1000.0,log,select,0.0044,0.0028,0.0
646,MySQL,MyISAM,1.0,clients_10000_all,clients_10000_all,ALL,0.0357,0.0076,10000.0,0.0114,0.0038,10000.0,log,select,0.0089,0.0036,1.0
647,MySQL,MyISAM,1.0,clients_10000_where,clients_10000_where,WHERE,0.0148,0.0051,1.0,0.0077,0.0046,10000.0,log,select,0.0059,0.0044,1.0
648,MySQL,MyISAM,1.0,clients_10000_all,clients_10000_all,ALL,0.0361,0.0081,10000.0,0.0081,0.0034,10000.0,log,select,0.0127,0.0033,0.0
649,MySQL,MyISAM,1.0,clients_10000_where,clients_10000_where,WHERE,0.0248,0.0033,1.0,0.0089,0.0035,10000.0,log,select,0.0057,0.0036,0.0
650,MySQL,MyISAM,1.0,clients_100000_all,clients_100000_all,ALL,0.1914,0.0046,100000.0,0.0184,0.0065,100000.0,log,select,0.0579,0.0063,1.0
651,MySQL,MyISAM,1.0,clients_100000_where,clients_100000_where,WHERE,0.016,0.0059,1.0,0.0085,0.0035,100000.0,log,select,0.0047,0.0036,1.0
652,MySQL,MyISAM,1.0,clients_100000_all,clients_100000_all,ALL,0.1936,0.0038,100000.0,0.0218,0.0054,100000.0,log,select,0.0583,0.0055,0.0
653,MySQL,MyISAM,1.0,clients_100000_where,clients_100000_where,WHERE,0.1015,0.0025,1.0,0.0106,0.0024,100000.0,log,select,0.0037,0.0024,0.0
654,MySQL,MyISAM,1.0,clients_1000000_all,clients_1000000_all,ALL,1.7524,0.0056,1000000.0,0.1013,0.0168,1000000.0,log,select,0.5365,0.0155,1.0
655,MySQL,MyISAM,1.0,clients_1000000_where,clients_1000000_where,WHERE,0.0141,0.0025,1.0,0.0082,0.003,1000000.0,log,select,0.005,0.0032,1.0
656,MySQL,MyISAM,1.0,clients_1000000_all,clients_1000000_all,ALL,1.7562,0.008,1000000.0,0.1025,0.0173,1000000.0,log,select,0.5392,0.0173,0.0
657,MySQL,MyISAM,1.0,clients_1000000_where,clients_1000000_where,WHERE,0.8489,0.0044,1.0,0.0089,0.0018,1000000.0,log,select,0.0056,0.002,0.0
658,MySQL,MyISAM,2.0,clients_base_all,clients_base_all,ALL,14.7574,0.0458,10000000.0,0.9744,0.0709,10000000.0,log,select,5.3104,0.1163,1.0
659,MySQL,MyISAM,2.0,clients_base_where,clients_base_where,WHERE,0.0146,0.0006,1.0,0.0095,0.0032,10000000.0,log,select,0.0043,0.0033,1.0
660,MySQL,MyISAM,2.0,clients_base_all,clients_base_all,ALL,14.7168,0.2349,10000000.0,1.0364,0.1445,10000000.0,log,select,5.4614,0.2072,0.0
661,MySQL,MyISAM,2.0,clients_base_where,clients_base_where,WHERE,8.2672,0.0616,1.0,0.0092,0.0036,10000000.0,log,select,0.0054,0.0035,0.0
662,MySQL,MyISAM,2.0,clients_1_all,clients_1_all,ALL,0.0149,0.0007,1.0,0.0098,0.0039,1.0,log,select,0.0043,0.0038,1.0
663,MySQL,MyISAM,2.0,clients_1_where,clients_1_where,WHERE,0.0147,0.0005,1.0,0.0094,0.004,1.0,log,select,0.0046,0.0041,1.0
664,MySQL,MyISAM,2.0,clients_1_all,clients_1_all,ALL,0.0145,0.0005,1.0,0.0088,0.0033,1.0,log,select,0.0048,0.0031,0.0
665,MySQL,MyISAM,2.0,clients_1_where,clients_1_where,WHERE,0.0143,0.0007,1.0,0.0097,0.0026,1.0,log,select,0.0044,0.0027,0.0
666,MySQL,MyISAM,2.0,clients_10_all,clients_10_all,ALL,0.0148,0.0008,10.0,0.0106,0.0029,10.0,log,select,0.0032,0.0029,1.0
667,MySQL,MyISAM,2.0,clients_10_where,clients_10_where,WHERE,0.0144,0.0006,1.0,0.0087,0.0026,10.0,log,select,0.0048,0.0027,1.0
668,MySQL,MyISAM,2.0,clients_10_all,clients_10_all,ALL,0.0142,0.0007,10.0,0.0089,0.0034,10.0,log,select,0.0046,0.003,0.0
669,MySQL,MyISAM,2.0,clients_10_where,clients_10_where,WHERE,0.0144,0.0006,1.0,0.0102,0.0021,10.0,log,select,0.0036,0.0021,0.0
670,MySQL,MyISAM,2.0,clients_100_all,clients_100_all,ALL,0.0149,0.001,100.0,0.0085,0.0034,100.0,log,select,0.0057,0.0033,1.0
671,MySQL,MyISAM,2.0,clients_100_where,clients_100_where,WHERE,0.0149,0.0006,1.0,0.0083,0.0034,100.0,log,select,0.0057,0.0037,1.0
672,MySQL,MyISAM,2.0,clients_100_all,clients_100_all,ALL,0.0142,0.0007,100.0,0.0095,0.0029,100.0,log,select,0.0042,0.0029,0.0
673,MySQL,MyISAM,2.0,clients_100_where,clients_100_where,WHERE,0.0147,0.0007,1.0,0.009,0.0038,100.0,log,select,0.0039,0.0037,0.0
674,MySQL,MyISAM,2.0,clients_1000_all,clients_1000_all,ALL,0.0168,0.0008,1000.0,0.0089,0.0032,1000.0,log,select,0.0059,0.0034,1.0
675,MySQL,MyISAM,2.0,clients_1000_where,clients_1000_where,WHERE,0.0147,0.0011,1.0,0.0091,0.004,1000.0,log,select,0.0047,0.0037,1.0
676,MySQL,MyISAM,2.0,clients_1000_all,clients_1000_all,ALL,0.017,0.0004,1000.0,0.0093,0.0034,1000.0,log,select,0.0054,0.0034,0.0
677,MySQL,MyISAM,2.0,clients_1000_where,clients_1000_where,WHERE,0.0162,0.0008,1.0,0.0099,0.0026,1000.0,log,select,0.0042,0.0027,0.0
678,MySQL,MyISAM,2.0,clients_10000_all,clients_10000_all,ALL,0.0301,0.0008,10000.0,0.0115,0.0033,10000.0,log,select,0.0093,0.0032,1.0
679,MySQL,MyISAM,2.0,clients_10000_where,clients_10000_where,WHERE,0.0147,0.0007,1.0,0.0106,0.0025,10000.0,log,select,0.0033,0.0025,1.0
680,MySQL,MyISAM,2.0,clients_10000_all,clients_10000_all,ALL,0.03,0.0007,10000.0,0.0111,0.0026,10000.0,log,select,0.009,0.0027,0.0
681,MySQL,MyISAM,2.0,clients_10000_where,clients_10000_where,WHERE,0.0236,0.001,1.0,0.0098,0.0034,10000.0,log,select,0.0042,0.0033,0.0
682,MySQL,MyISAM,2.0,clients_100000_all,clients_100000_all,ALL,0.1621,0.0011,100000.0,0.0211,0.0085,100000.0,log,select,0.0553,0.0101,1.0
683,MySQL,MyISAM,2.0,clients_100000_where,clients_100000_where,WHERE,0.0145,0.0005,1.0,0.0097,0.0031,100000.0,log,select,0.0039,0.0031,1.0
684,MySQL,MyISAM,2.0,clients_100000_all,clients_100000_all,ALL,0.162,0.0023,100000.0,0.0203,0.0055,100000.0,log,select,0.0567,0.0069,0.0
685,MySQL,MyISAM,2.0,clients_100000_where,clients_100000_where,WHERE,0.0987,0.0008,1.0,0.0091,0.0038,100000.0,log,select,0.0052,0.0035,0.0
686,MySQL,MyISAM,2.0,clients_1000000_all,clients_1000000_all,ALL,1.4881,0.0075,1000000.0,0.1007,0.0172,1000000.0,log,select,0.5308,0.0231,1.0
687,MySQL,MyISAM,2.0,clients_1000000_where,clients_1000000_where,WHERE,0.015,0.0006,1.0,0.0094,0.0043,1000000.0,log,select,0.0045,0.0044,1.0
688,MySQL,MyISAM,2.0,clients_1000000_all,clients_1000000_all,ALL,1.4864,0.0052,1000000.0,0.0891,0.0109,1000000.0,log,select,0.5358,0.013,0.0
689,MySQL,MyISAM,2.0,clients_1000000_where,clients_1000000_where,WHERE,0.8451,0.0062,1.0,0.0109,0.0027,1000000.0,log,select,0.0029,0.0024,0.0
690,MySQL,MyISAM,4.0,clients_base_all,clients_base_all,ALL,14.8537,0.0524,10000000.0,0.9957,0.1069,10000000.0,log,select,5.3976,0.2351,1.0
691,MySQL,MyISAM,4.0,clients_base_where,clients_base_where,WHERE,0.0149,0.0007,1.0,0.0082,0.0034,10000000.0,log,select,0.0059,0.0038,1.0
692,MySQL,MyISAM,4.0,clients_base_all,clients_base_all,ALL,14.8061,0.1715,10000000.0,0.9859,0.0797,10000000.0,log,select,5.4216,0.187,0.0
693,MySQL,MyISAM,4.0,clients_base_where,clients_base_where,WHERE,8.3029,0.0276,1.0,0.0093,0.0037,10000000.0,log,select,0.0051,0.0038,0.0
694,MySQL,MyISAM,4.0,clients_1_all,clients_1_all,ALL,0.0149,0.0006,1.0,0.0089,0.0036,1.0,log,select,0.0043,0.004,1.0
695,MySQL,MyISAM,4.0,clients_1_where,clients_1_where,WHERE,0.0146,0.0006,1.0,0.0083,0.0025,1.0,log,select,0.0058,0.0022,1.0
696,MySQL,MyISAM,4.0,clients_1_all,clients_1_all,ALL,0.0146,0.0005,1.0,0.0079,0.0044,1.0,log,select,0.0061,0.0042,0.0
697,MySQL,MyISAM,4.0,clients_1_where,clients_1_where,WHERE,0.0146,0.0006,1.0,0.0091,0.0038,1.0,log,select,0.0051,0.0038,0.0
698,MySQL,MyISAM,4.0,clients_10_all,clients_10_all,ALL,0.0146,0.0006,10.0,0.0103,0.0024,10.0,log,select,0.0035,0.0026,1.0
699,MySQL,MyISAM,4.0,clients_10_where,clients_10_where,WHERE,0.0147,0.001,1.0,0.007,0.0042,10.0,log,select,0.0064,0.0037,1.0
700,MySQL,MyISAM,4.0,clients_10_all,clients_10_all,ALL,0.0144,0.0006,10.0,0.0094,0.0022,10.0,log,select,0.0052,0.0021,0.0
701,MySQL,MyISAM,4.0,clients_10_where,clients_10_where,WHERE,0.0149,0.0006,1.0,0.0079,0.0031,10.0,log,select,0.0055,0.0029,0.0
702,MySQL,MyISAM,4.0,clients_100_all,clients_100_all,ALL,0.015,0.0007,100.0,0.0088,0.0032,100.0,log,select,0.0053,0.0027,1.0
703,MySQL,MyISAM,4.0,clients_100_where,clients_100_where,WHERE,0.0151,0.0006,1.0,0.0085,0.0044,100.0,log,select,0.0056,0.0044,1.0
704,MySQL,MyISAM,4.0,clients_100_all,clients_100_all,ALL,0.0148,0.0009,100.0,0.0075,0.0025,100.0,log,select,0.0066,0.0026,0.0
705,MySQL,MyISAM,4.0,clients_100_where,clients_100_where,WHERE,0.0148,0.0007,1.0,0.0086,0.0021,100.0,log,select,0.0058,0.0024,0.0
706,MySQL,MyISAM,4.0,clients_1000_all,clients_1000_all,ALL,0.0164,0.0006,1000.0,0.0103,0.0035,1000.0,log,select,0.0042,0.0034,1.0
707,MySQL,MyISAM,4.0,clients_1000_where,clients_1000_where,WHERE,0.0147,0.0004,1.0,0.0075,0.004,1000.0,log,select,0.0064,0.0044,1.0
708,MySQL,MyISAM,4.0,clients_1000_all,clients_1000_all,ALL,0.0169,0.0007,1000.0,0.0086,0.0022,1000.0,log,select,0.0059,0.0022,0.0
709,MySQL,MyISAM,4.0,clients_1000_where,clients_1000_where,WHERE,0.016,0.0008,1.0,0.0099,0.0023,1000.0,log,select,0.0041,0.0025,0.0
710,MySQL,MyISAM,4.0,clients_10000_all,clients_10000_all,ALL,0.0306,0.0006,10000.0,0.0098,0.0037,10000.0,log,select,0.0109,0.0036,1.0
711,MySQL,MyISAM,4.0,clients_10000_where,clients_10000_where,WHERE,0.0148,0.0005,1.0,0.0094,0.0026,10000.0,log,select,0.0043,0.0026,1.0
712,MySQL,MyISAM,4.0,clients_10000_all,clients_10000_all,ALL,0.0301,0.0008,10000.0,0.0094,0.0029,10000.0,log,select,0.0111,0.0027,0.0
713,MySQL,MyISAM,4.0,clients_10000_where,clients_10000_where,WHERE,0.0239,0.0008,1.0,0.0099,0.0027,10000.0,log,select,0.0043,0.003,0.0
714,MySQL,MyISAM,4.0,clients_100000_all,clients_100000_all,ALL,0.163,0.0021,100000.0,0.024,0.0071,100000.0,log,select,0.0549,0.0056,1.0
715,MySQL,MyISAM,4.0,clients_100000_where,clients_100000_where,WHERE,0.0149,0.0008,1.0,0.0113,0.0041,100000.0,log,select,0.0026,0.0041,1.0
716,MySQL,MyISAM,4.0,clients_100000_all,clients_100000_all,ALL,0.1631,0.001,100000.0,0.0204,0.0059,100000.0,log,select,0.0565,0.0073,0.0
717,MySQL,MyISAM,4.0,clients_100000_where,clients_100000_where,WHERE,0.0993,0.0009,1.0,0.0093,0.0021,100000.0,log,select,0.0049,0.0022,0.0
718,MySQL,MyISAM,4.0,clients_1000000_all,clients_1000000_all,ALL,1.4969,0.0034,1000000.0,0.1239,0.0158,1000000.0,log,select,0.5294,0.0311,1.0
719,MySQL,MyISAM,4.0,clients_1000000_where,clients_1000000_where,WHERE,0.0148,0.0007,1.0,0.0096,0.004,1000000.0,log,select,0.0042,0.0043,1.0
720,MySQL,MyISAM,4.0,clients_1000000_all,clients_1000000_all,ALL,1.5047,0.0067,1000000.0,0.1071,0.0136,1000000.0,log,select,0.5227,0.0277,0.0
721,MySQL,MyISAM,4.0,clients_1000000_where,clients_1000000_where,WHERE,0.8537,0.004,1.0,0.0095,0.0023,1000000.0,log,select,0.0049,0.0025,0.0
722,MySQL,MyISAM,1.0,employees_1000000_all,employees_1000000_all,ALL,7.7091,0.5755,1000000.0,0.1846,0.0449,1000000.0,window_function,select,0.7475,0.1048,0.0
723,MySQL,MyISAM,1.0,employees_100000_all,employees_100000_all,ALL,0.7821,0.0044,100000.0,0.0275,0.0079,100000.0,window_function,select,0.0796,0.0083,0.0
724,MySQL,MyISAM,1.0,employees_10000_all,employees_10000_all,ALL,0.096,0.0017,10000.0,0.0139,0.0034,10000.0,window_function,select,0.0109,0.0033,0.0
725,MySQL,MyISAM,1.0,employees_1000_all,employees_1000_all,ALL,0.0234,0.0045,1000.0,0.0111,0.0027,1000.0,window_function,select,0.0049,0.0027,0.0
726,MySQL,MyISAM,1.0,employees_100_all,employees_100_all,ALL,0.0178,0.0043,100.0,0.0103,0.0041,100.0,window_function,select,0.0041,0.0042,0.0
727,MySQL,MyISAM,1.0,employees_10_all,employees_10_all,ALL,0.0162,0.0045,10.0,0.0099,0.0039,10.0,window_function,select,0.0046,0.0041,0.0
728,MySQL,MyISAM,1.0,employees_1_all,employees_1_all,ALL,0.0155,0.0043,1.0,0.0108,0.0027,1.0,window_function,select,0.0035,0.0028,0.0
729,MySQL,MyISAM,1.0,employees_base_all,employees_base_all,ALL,112.2681,10.6899,10000000.0,1.8219,0.0876,10000000.0,window_function,select,7.6632,0.1187,0.0
730,MySQL,MyISAM,2.0,employees_1000000_all,employees_1000000_all,ALL,7.1505,0.0252,1000000.0,0.1986,0.0189,1000000.0,window_function,select,0.7349,0.0281,0.0
731,MySQL,MyISAM,2.0,employees_100000_all,employees_100000_all,ALL,0.722,0.0041,100000.0,0.0313,0.0086,100000.0,window_function,select,0.0735,0.0096,0.0
732,MySQL,MyISAM,2.0,employees_10000_all,employees_10000_all,ALL,0.0872,0.001,10000.0,0.0139,0.0048,10000.0,window_function,select,0.0112,0.0052,0.0
733,MySQL,MyISAM,2.0,employees_1000_all,employees_1000_all,ALL,0.023,0.0009,1000.0,0.0103,0.0033,1000.0,window_function,select,0.0055,0.0032,0.0
734,MySQL,MyISAM,2.0,employees_100_all,employees_100_all,ALL,0.0167,0.0009,100.0,0.0077,0.0039,100.0,window_function,select,0.0065,0.0038,0.0
735,MySQL,MyISAM,2.0,employees_10_all,employees_10_all,ALL,0.0159,0.0007,10.0,0.0089,0.0027,10.0,window_function,select,0.0052,0.0028,0.0
736,MySQL,MyISAM,2.0,employees_1_all,employees_1_all,ALL,0.0151,0.0007,1.0,0.0092,0.0033,1.0,window_function,select,0.0053,0.0034,0.0
737,MySQL,MyISAM,2.0,employees_base_all,employees_base_all,ALL,100.9324,8.9984,10000000.0,1.852,0.109,10000000.0,window_function,select,7.671,0.1347,0.0
738,MySQL,MyISAM,4.0,employees_1000000_all,employees_1000000_all,ALL,7.1168,0.021,1000000.0,0.1899,0.0252,1000000.0,window_function,select,0.7493,0.0258,0.0
739,MySQL,MyISAM,4.0,employees_100000_all,employees_100000_all,ALL,0.716,0.0028,100000.0,0.0299,0.0088,100000.0,window_function,select,0.0801,0.0088,0.0
740,MySQL,MyISAM,4.0,employees_10000_all,employees_10000_all,ALL,0.0866,0.0008,10000.0,0.0133,0.0038,10000.0,window_function,select,0.0111,0.0037,0.0
741,MySQL,MyISAM,4.0,employees_1000_all,employees_1000_all,ALL,0.0232,0.0007,1000.0,0.0102,0.0036,1000.0,window_function,select,0.0059,0.0038,0.0
742,MySQL,MyISAM,4.0,employees_100_all,employees_100_all,ALL,0.0168,0.0009,100.0,0.0089,0.003,100.0,window_function,select,0.0046,0.0032,0.0
743,MySQL,MyISAM,4.0,employees_10_all,employees_10_all,ALL,0.0161,0.0008,10.0,0.0098,0.003,10.0,window_function,select,0.0048,0.0029,0.0
744,MySQL,MyISAM,4.0,employees_1_all,employees_1_all,ALL,0.0151,0.0006,1.0,0.011,0.0024,1.0,window_function,select,0.0029,0.0028,0.0
745,MySQL,MyISAM,4.0,employees_base_all,employees_base_all,ALL,98.0321,8.605,10000000.0,1.9059,0.1458,10000000.0,window_function,select,7.6709,0.1162,0.0
746,MariaDB,InnoDB,1.0,,,,0.084,0.02,,0.0002,0.0019,,create,create,0.0042,0.0023,
747,MariaDB,InnoDB,2.0,,,,0.0739,0.0174,,0.0007,0.0012,,create,create,0.0046,0.0011,
748,MariaDB,InnoDB,4.0,,,,0.078,0.0183,,0.0026,0.0023,,create,create,0.0025,0.0025,
749,MariaDB,InnoDB,1.0,clients_1000000_all,clients_1000000_all,ALL,0.5479,0.008,361802.0,0.0117,0.008,1000000.0,group_by_order,select,0.0829,0.0099,1.0
750,MariaDB,InnoDB,1.0,clients_1000000_all,clients_1000000_all,ALL,10.3506,1.9868,361802.0,0.0145,0.0049,1000000.0,group_by_order,select,0.0854,0.0072,0.0
751,MariaDB,InnoDB,1.0,clients_100000_all,clients_100000_all,ALL,0.0865,0.0062,72478.0,0.0041,0.0036,100000.0,group_by_order,select,0.0211,0.0036,1.0
752,MariaDB,InnoDB,1.0,clients_100000_all,clients_100000_all,ALL,0.1164,0.0076,72478.0,0.0069,0.0028,100000.0,group_by_order,select,0.0187,0.0025,0.0
753,MariaDB,InnoDB,1.0,clients_10000_all,clients_10000_all,ALL,0.0126,0.0077,9384.0,0.0027,0.0025,10000.0,group_by_order,select,0.0053,0.0027,1.0
754,MariaDB,InnoDB,1.0,clients_10000_all,clients_10000_all,ALL,0.0171,0.0089,9384.0,0.0028,0.0026,10000.0,group_by_order,select,0.0057,0.0024,0.0
755,MariaDB,InnoDB,1.0,clients_1000_all,clients_1000_all,ALL,0.007,0.008,989.0,0.0022,0.0024,1000.0,group_by_order,select,0.0037,0.0024,1.0
756,MariaDB,InnoDB,1.0,clients_1000_all,clients_1000_all,ALL,0.0074,0.0071,989.0,0.0031,0.0025,1000.0,group_by_order,select,0.003,0.0024,0.0
757,MariaDB,InnoDB,1.0,clients_100_all,clients_100_all,ALL,0.0058,0.0061,100.0,0.0021,0.0022,100.0,group_by_order,select,0.0031,0.0024,1.0
758,MariaDB,InnoDB,1.0,clients_100_all,clients_100_all,ALL,0.0057,0.0058,100.0,0.0017,0.0023,100.0,group_by_order,select,0.0034,0.0024,0.0
759,MariaDB,InnoDB,1.0,clients_10_all,clients_10_all,ALL,0.0057,0.0005,10.0,0.0029,0.0025,10.0,group_by_order,select,0.0023,0.0024,1.0
760,MariaDB,InnoDB,1.0,clients_10_all,clients_10_all,ALL,0.0061,0.0007,10.0,0.0028,0.0023,10.0,group_by_order,select,0.0029,0.0022,0.0
761,MariaDB,InnoDB,1.0,clients_1_all,clients_1_all,ALL,0.0055,0.0005,1.0,0.0019,0.0022,1.0,group_by_order,select,0.0031,0.0021,1.0
762,MariaDB,InnoDB,1.0,clients_1_all,clients_1_all,ALL,0.0061,0.006,1.0,0.0019,0.0021,1.0,group_by_order,select,0.0036,0.0023,0.0
763,MariaDB,InnoDB,1.0,clients_base_all,clients_base_all,ALL,2.7581,0.0117,923828.0,0.036,0.0083,10000000.0,group_by_order,select,0.1943,0.0108,1.0
764,MariaDB,InnoDB,1.0,clients_base_all,clients_base_all,ALL,122.3987,3.8655,923828.0,0.0373,0.0117,10000000.0,group_by_order,select,0.199,0.0133,0.0
765,MariaDB,InnoDB,2.0,clients_1000000_all,clients_1000000_all,ALL,0.4952,0.0094,361802.0,0.015,0.008,1000000.0,group_by_order,select,0.0781,0.0082,1.0
766,MariaDB,InnoDB,2.0,clients_1000000_all,clients_1000000_all,ALL,9.4798,0.0923,361802.0,0.0153,0.007,1000000.0,group_by_order,select,0.0821,0.0072,0.0
767,MariaDB,InnoDB,2.0,clients_100000_all,clients_100000_all,ALL,0.0715,0.0011,72478.0,0.0043,0.0034,100000.0,group_by_order,select,0.0203,0.0036,1.0
768,MariaDB,InnoDB,2.0,clients_100000_all,clients_100000_all,ALL,0.0997,0.0016,72478.0,0.0077,0.0039,100000.0,group_by_order,select,0.0181,0.004,0.0
769,MariaDB,InnoDB,2.0,clients_10000_all,clients_10000_all,ALL,0.0124,0.0009,9384.0,0.0029,0.0022,10000.0,group_by_order,select,0.0055,0.0023,1.0
770,MariaDB,InnoDB,2.0,clients_10000_all,clients_10000_all,ALL,0.0144,0.001,9384.0,0.0013,0.0026,10000.0,group_by_order,select,0.0068,0.0022,0.0
771,MariaDB,InnoDB,2.0,clients_1000_all,clients_1000_all,ALL,0.0064,0.0011,989.0,0.0022,0.0024,1000.0,group_by_order,select,0.0032,0.0027,1.0
772,MariaDB,InnoDB,2.0,clients_1000_all,clients_1000_all,ALL,0.0069,0.0008,989.0,0.0024,0.0024,1000.0,group_by_order,select,0.0031,0.0027,0.0
773,MariaDB,InnoDB,2.0,clients_100_all,clients_100_all,ALL,0.0052,0.0007,100.0,0.0024,0.0024,100.0,group_by_order,select,0.0025,0.0024,1.0
774,MariaDB,InnoDB,2.0,clients_100_all,clients_100_all,ALL,0.0056,0.0006,100.0,0.0023,0.0025,100.0,group_by_order,select,0.003,0.0026,0.0
775,MariaDB,InnoDB,2.0,clients_10_all,clients_10_all,ALL,0.0058,0.0007,10.0,0.0013,0.002,10.0,group_by_order,select,0.0046,0.002,1.0
776,MariaDB,InnoDB,2.0,clients_10_all,clients_10_all,ALL,0.0056,0.0006,10.0,0.0024,0.0021,10.0,group_by_order,select,0.0029,0.0026,0.0
777,MariaDB,InnoDB,2.0,clients_1_all,clients_1_all,ALL,0.0057,0.0007,1.0,0.0027,0.0026,1.0,group_by_order,select,0.0026,0.0027,1.0
778,MariaDB,InnoDB,2.0,clients_1_all,clients_1_all,ALL,0.0057,0.0007,1.0,0.002,0.0018,1.0,group_by_order,select,0.0035,0.0021,0.0
779,MariaDB,InnoDB,2.0,clients_base_all,clients_base_all,ALL,2.6631,0.0232,923828.0,0.0387,0.009,10000000.0,group_by_order,select,0.1913,0.0162,1.0
780,MariaDB,InnoDB,2.0,clients_base_all,clients_base_all,ALL,116.8946,0.4359,923828.0,0.0438,0.0092,10000000.0,group_by_order,select,0.1881,0.0117,0.0
781,MariaDB,InnoDB,4.0,clients_1000000_all,clients_1000000_all,ALL,0.4941,0.0856,361802.0,0.0154,0.0071,1000000.0,group_by_order,select,0.0788,0.0079,1.0
782,MariaDB,InnoDB,4.0,clients_1000000_all,clients_1000000_all,ALL,9.5254,0.0529,361802.0,0.0165,0.0077,1000000.0,group_by_order,select,0.0788,0.0098,0.0
783,MariaDB,InnoDB,4.0,clients_100000_all,clients_100000_all,ALL,0.0715,0.0013,72478.0,0.0057,0.0041,100000.0,group_by_order,select,0.0189,0.0042,1.0
784,MariaDB,InnoDB,4.0,clients_100000_all,clients_100000_all,ALL,0.1018,0.0028,72478.0,0.0018,0.0033,100000.0,group_by_order,select,0.022,0.003,0.0
785,MariaDB,InnoDB,4.0,clients_10000_all,clients_10000_all,ALL,0.0124,0.001,9384.0,0.0027,0.0032,10000.0,group_by_order,select,0.0055,0.003,1.0
786,MariaDB,InnoDB,4.0,clients_10000_all,clients_10000_all,ALL,0.0145,0.0006,9384.0,0.0016,0.0024,10000.0,group_by_order,select,0.0066,0.0024,0.0
787,MariaDB,InnoDB,4.0,clients_1000_all,clients_1000_all,ALL,0.0067,0.0007,989.0,0.0011,0.0023,1000.0,group_by_order,select,0.0043,0.0024,1.0
